Supplier_ID,Country,Region,Industry,Supplier_Tier,Financial_Stability_Score,On_Time_Delivery_Rate,Defect_Rate,Geopolitical_Risk_Index,Lead_Time_Days,Alternative_Suppliers_Available,Contract_Length_Months,Environmental_Compliance,Previous_Disruptions,Delivery_Quality_Index,Supplier_Dependency_Score,Risk_Level
SUP_13427,Colombia,South America,Retail,2,44.501671,92.02369,6.387291,31,22,5,22,70.23,1,86.1459,0.1667,1
SUP_12725,Norway,Europe,Manufacturing,1,36.894417,71.082726,9.07121,12,41,2,26,65.24,1,64.6347,0.3333,1
SUP_28906,Colombia,South America,Manufacturing,2,42.584827,100,9.82007,31,48,1,19,70.72,1,90.1799,0.5,1
SUP_28534,Turkey,Asia,Energy,3,44.449784,96.420068,4.768953,49,65,0,1,54.29,1,91.8218,1,1
SUP_07872,Kenya,Africa,Electronics,2,60.045441,81.47857,4.557952,48,37,2,15,79.27,0,77.7738,0.3333,1
SUP_28620,Bangladesh,Asia,Retail,2,55.410772,87.033824,3.893628,48,19,2,17,100.31,0,83.6451,0.3333,1
SUP_10859,Thailand,Asia,Manufacturing,3,59.181341,66.693055,5.137826,30,12,2,5,52.65,3,63.2665,0.3333,1
SUP_18151,South Korea,Asia,Manufacturing,1,48.910299,83.526407,6.254133,13,29,1,27,62.43,2,78.3026,0.5,1
SUP_08499,Iran,Asia,Manufacturing,1,21.080448,73.507668,6.378609,64,9,2,30,68.79,1,68.8189,0.3333,1
SUP_24925,Pakistan,Asia,Energy,2,44.899316,69.198631,5.126384,48,36,0,13,32.81,0,65.6512,1,1
SUP_07025,Pakistan,Asia,Retail,3,63.330544,87.456913,1.45624,48,13,6,17,79.47,1,86.1833,0.1429,0
SUP_03185,Germany,Europe,Manufacturing,2,42.648953,84.966198,3.727755,11,40,3,17,59.71,1,81.7989,0.25,1
SUP_13856,Nigeria,Africa,Energy,2,49.602854,92.12468,6.484724,48,33,5,29,51.24,1,86.1506,0.1667,1
SUP_00094,Kenya,Africa,Energy,1,64.685751,92.089217,5.791898,48,36,0,37,68.33,1,86.7555,1,1
SUP_15807,Netherlands,Europe,Manufacturing,2,78.620238,84.633076,6.666352,12,33,3,32,100.43,2,78.9911,0.25,0
SUP_21002,Norway,Europe,Manufacturing,3,55.104767,74.708956,6.800711,12,14,4,9,67.49,2,69.6282,0.2,0
SUP_26030,Norway,Europe,Retail,2,62.304346,77.760048,3.974386,12,13,4,35,87.73,0,74.765,0.2,0
SUP_19744,Malaysia,Asia,Retail,2,53.623665,82.182924,10.684468,31,19,0,22,81.73,1,73.4021,1,1
SUP_27532,Vietnam,Asia,Electronics,2,73.385809,65.74238,3.979243,31,22,5,12,80.23,1,63.1263,0.1667,0
SUP_29020,Egypt,Africa,Energy,2,44.711865,88.518113,4.977135,48,37,5,31,100.51,3,84.1124,0.1667,1
SUP_18351,Chile,South America,Electronics,2,91.946366,78.979466,3.12967,31,39,5,27,55.39,0,76.5077,0.1667,0
SUP_02956,Chile,South America,Electronics,3,89.021641,66.702994,3.338305,31,11,2,9,89.28,0,64.4762,0.3333,0
SUP_30155,Chile,South America,Healthcare,1,46.441146,58.981751,2.981885,31,0,2,25,79.1,4,57.223,0.3333,1
SUP_33730,Indonesia,Asia,Electronics,2,58.116426,70.110652,3.656283,31,51,4,18,57.95,1,67.5472,0.2,1
SUP_07028,Cuba,North America,Manufacturing,1,54.12348,71.667641,6.114142,67,11,1,37,72.28,1,67.2858,0.5,1
SUP_00159,Switzerland,Europe,Manufacturing,2,44.586723,72.132508,7.688764,12,15,3,22,71.76,1,66.5864,0.25,1
SUP_18233,Kazakhstan,Asia,Retail,3,78.776205,85.313393,3.612473,48,17,5,8,62.26,0,82.2315,0.1667,0
SUP_16306,Romania,Europe,Energy,2,52.529229,70.634042,7.67201,30,34,5,20,100.16,2,65.215,0.1667,1
SUP_10008,Belarus,Europe,Electronics,1,58.650786,76.428931,0,66,23,2,33,51.37,0,76.4289,0.3333,1
SUP_09025,Colombia,South America,Retail,2,60.710783,91.948183,5.67281,31,18,3,44,70.82,2,86.7321,0.25,1
SUP_14184,Morocco,Africa,Electronics,3,77.973839,77.390596,4.557952,31,25,2,8,61.78,0,73.8717,0.3333,0
SUP_21481,Czech Republic,Europe,Retail,2,62.434412,95.468581,2.816612,30,7,5,35,51.75,0,92.7796,0.1667,0
SUP_10312,Belarus,Europe,Retail,2,73.56402,93.45779,7.291075,66,20,3,30,85.21,0,86.6437,0.25,1
SUP_19137,Brazil,South America,Retail,3,47.899966,85.071789,3.64533,31,22,4,1,72.43,1,81.9706,0.2,1
SUP_02255,Colombia,South America,Healthcare,2,53.889984,74.642918,4.123804,31,44,2,20,76.94,1,71.5648,0.3333,1
SUP_12016,South Africa,Africa,Manufacturing,2,58.616464,69.896505,5.185593,31,14,3,15,84.73,0,66.272,0.25,0
SUP_11077,Nigeria,Africa,Retail,1,40.983654,98.572226,5.584333,48,0,1,44,48.88,0,93.0676,0.5,1
SUP_21682,United Kingdom,Europe,Manufacturing,1,87.138052,90.987623,5.040889,12,39,2,26,75.38,0,86.401,0.3333,0
SUP_14553,Bangladesh,Asia,Retail,2,56.273714,80.913274,0,48,0,4,22,82.42,0,80.9133,0.2,1
SUP_18674,Pakistan,Asia,Retail,3,42.437246,82.730235,0.360674,48,13,5,3,74.66,1,82.4318,0.1667,1
SUP_25519,United States,North America,Healthcare,2,54.689172,73.396782,3.834501,11,36,4,37,75.78,1,70.5824,0.2,0
SUP_02929,Kenya,Africa,Retail,3,55.953027,81.397195,3.587166,48,16,4,1,67.47,1,78.4773,0.2,1
SUP_26188,Japan,Asia,Retail,3,57.474718,87.881334,8.275002,13,22,6,24,63.75,0,80.6092,0.1429,0
SUP_02456,Philippines,Asia,Manufacturing,2,43.625361,67.374736,5.307268,31,27,5,33,63.51,1,63.799,0.1667,1
SUP_14259,Netherlands,Europe,Retail,3,50.064392,99.844999,7.396219,12,0,6,19,73.25,1,92.4602,0.1429,0
SUP_16747,Kenya,Africa,Electronics,2,82.549393,77.728698,4.135914,48,14,4,17,49.74,1,74.5139,0.2,0
SUP_14886,Germany,Europe,Manufacturing,3,65.758342,77.760048,4.873395,11,31,7,30,64.34,1,74.065,0.125,0
SUP_15681,Canada,North America,Retail,3,58.804435,80.784574,3.020502,13,12,6,20,64.54,0,78.3445,0.1429,0
SUP_04542,South Africa,Africa,Electronics,1,63.222155,81.119366,4.528582,31,29,1,24,73.88,1,77.4458,0.5,1
SUP_04381,Malaysia,Asia,Healthcare,2,47.556343,90.303722,3.066359,31,32,4,18,88.14,1,87.5347,0.2,1
SUP_14626,Jordan,Asia,Electronics,2,75.257566,56.79248,0.252376,49,50,2,18,59.6,1,56.6491,0.3333,1
SUP_31487,Myanmar,Asia,Energy,2,53.922821,90.769558,4.045684,66,39,4,22,38.21,1,87.0973,0.2,1
SUP_27058,Mexico,North America,Retail,3,45.9169,84.739148,0,31,13,3,4,92.53,1,84.7391,0.25,1
SUP_16656,Sweden,Europe,Healthcare,2,28.992161,73.03265,3.555805,12,16,3,34,78.24,1,70.4358,0.25,1
SUP_13485,Venezuela,South America,Retail,2,59.018494,89.21666,4.064615,65,14,3,16,57.32,2,85.5903,0.25,1
SUP_33353,Peru,South America,Electronics,3,64.797641,58.130384,2.782746,48,0,2,1,54.36,2,56.5128,0.3333,1
SUP_07655,Mexico,North America,Manufacturing,2,67.005063,64.086928,8.976954,31,47,4,21,36.49,1,58.3339,0.2,1
SUP_30348,Cuba,North America,Manufacturing,2,73.567617,51.733825,6.148372,67,14,0,18,97.55,1,48.553,1,1
SUP_27782,Norway,Europe,Electronics,3,77.009629,92.069096,4.133761,12,40,1,1,58.85,0,88.2632,0.5,0
SUP_17659,South Africa,Africa,Energy,3,45.114072,75.347256,3.687577,31,30,5,1,43.42,0,72.5688,0.1667,1
SUP_31944,Kazakhstan,Asia,Manufacturing,2,54.76388,75.982605,5.704993,48,6,1,13,30.62,4,71.6478,0.5,1
SUP_10076,Egypt,Africa,Healthcare,2,44.871669,63.28802,1.155195,48,30,5,32,73.46,1,62.5569,0.1667,1
SUP_25977,Morocco,Africa,Electronics,2,63.659089,63.930424,2.455063,31,0,2,17,72.11,4,62.3609,0.3333,1
SUP_11343,Philippines,Asia,Manufacturing,3,67.995524,100,6.700529,31,29,4,5,70.39,1,93.2995,0.2,0
SUP_13700,Pakistan,Asia,Healthcare,2,48.053106,96.6081,4.176943,48,36,4,17,71.56,0,92.5728,0.2,1
SUP_28329,Turkey,Asia,Manufacturing,2,92.033333,75.642874,9.619289,49,18,2,23,92.72,1,68.3666,0.3333,0
SUP_31844,Thailand,Asia,Manufacturing,2,52.796492,66.189959,5.069582,30,14,1,18,60.6,1,62.8344,0.5,1
SUP_02139,Turkey,Asia,Manufacturing,3,61.084203,59.227314,6.539411,49,23,6,42,70.13,2,55.3542,0.1429,1
SUP_05551,Poland,Europe,Healthcare,2,36.166506,74.098737,3.306049,31,35,1,19,100.61,2,71.649,0.5,1
SUP_30490,Bangladesh,Asia,Energy,3,55.046483,52.864802,6.316266,48,34,6,10,88.14,1,49.5257,0.1429,1
SUP_23970,Romania,Europe,Retail,2,69.527779,78.866014,6.491497,30,9,2,22,100.77,3,73.7464,0.3333,0
SUP_09312,China,Asia,Electronics,3,68.976292,68.260023,1.991344,48,0,1,1,78.64,1,66.9007,0.5,0
SUP_11215,India,Asia,Electronics,2,56.866754,78.361196,2.467839,49,32,2,21,100.37,0,76.4274,0.3333,1
SUP_01043,Egypt,Africa,Retail,3,46.605537,100,0,48,10,1,1,76.26,0,100,0.5,1
SUP_26116,United States,North America,Electronics,3,66.196007,71.982191,3.959082,11,14,1,7,100.67,2,69.1324,0.5,0
SUP_14946,Mexico,North America,Retail,2,73.482406,83.568747,0.084918,31,23,4,29,35.92,1,83.4978,0.2,0
SUP_08650,Mali,Africa,Electronics,2,87.469305,66.644703,2.837757,66,24,3,40,78.18,0,64.7535,0.25,1
SUP_15454,Chile,South America,Retail,3,71.07318,94.869646,7.99024,31,16,7,1,69.27,1,87.2893,0.125,0
SUP_31430,Kenya,Africa,Retail,3,40.293663,100,2.706343,48,19,4,1,85.76,1,97.2937,0.2,1
SUP_20033,Germany,Europe,Manufacturing,2,59.950251,83.980936,9.117776,11,64,1,21,100.75,1,76.3237,0.5,0
SUP_33651,Vietnam,Asia,Retail,2,82.517258,81.777092,2.421336,31,22,2,19,65.27,1,79.797,0.3333,0
SUP_00770,New Zealand,Oceania,Manufacturing,3,61.660676,70.60789,13.906424,12,34,2,1,86.46,0,60.7889,0.3333,0
SUP_17267,Kenya,Africa,Retail,2,55.402703,85.504199,0.020155,48,14,4,32,70.4,1,85.487,0.2,1
SUP_02401,Thailand,Asia,Manufacturing,1,64.645869,81.182787,5.83401,30,25,1,26,74.19,2,76.4466,0.5,1
SUP_27621,Germany,Europe,Manufacturing,2,44.593737,75.324909,2.585344,11,33,3,12,66.55,0,73.3775,0.25,0
SUP_18174,Nigeria,Africa,Healthcare,2,44.328703,90.324342,3.115486,48,26,2,14,82.28,0,87.5103,0.3333,1
SUP_06389,Kenya,Africa,Healthcare,2,37.061493,87.826223,4.095002,48,28,5,46,100.26,2,84.2297,0.1667,1
SUP_04278,Germany,Europe,Retail,3,95.363932,100,4.557952,11,16,6,5,83.27,1,95.4531,0.1429,0
SUP_21411,Pakistan,Asia,Energy,2,47.857019,64.946937,6.600876,48,40,4,26,76.37,2,60.6599,0.2,1
SUP_25955,Poland,Europe,Retail,3,58.077987,86.474585,3.378543,31,22,4,5,52.79,0,83.553,0.2,0
SUP_06444,Kenya,Africa,Electronics,3,57.248931,75.303209,0.754203,48,33,0,4,97.44,2,74.7353,1,1
SUP_22888,Colombia,South America,Electronics,3,62.309208,73.419531,0,31,9,4,1,71.62,2,73.4195,0.2,0
SUP_31851,Romania,Europe,Electronics,2,74.824125,56.888699,1.368512,30,54,0,12,61.92,2,56.1102,1,1
SUP_31476,Jordan,Asia,Retail,2,56.303826,81.818562,8.807634,49,17,1,22,49.54,1,74.6123,0.5,1
SUP_24928,Zimbabwe,Africa,Retail,2,74.81785,79.287401,3.637327,65,18,3,17,68.76,0,76.4035,0.25,1
SUP_11451,Nigeria,Africa,Electronics,2,61.718789,100,0.577544,48,33,3,13,81.53,1,99.4225,0.25,1
SUP_07881,Nigeria,Africa,Energy,2,26.967537,61.842451,4.557952,48,27,5,14,61.8,1,59.0305,0.1667,1
SUP_06448,Morocco,Africa,Manufacturing,2,39.776927,70.783531,4.010747,31,29,3,14,51.31,2,67.9446,0.25,1
SUP_31981,Ukraine,Europe,Energy,1,45.005695,57.277836,6.402709,67,36,1,30,72.91,2,53.6105,0.5,1
SUP_02797,Singapore,Asia,Electronics,1,59.366246,74.828191,3.707959,13,27,0,27,52.61,0,72.0536,1,1
SUP_06533,China,Asia,Retail,3,37.572131,81.151058,8.401285,48,4,3,11,70.8,1,74.3333,0.25,1
SUP_27240,South Korea,Asia,Retail,2,65.209349,96.735122,0.292678,13,15,2,20,44.56,2,96.452,0.3333,1
SUP_19839,Kazakhstan,Asia,Healthcare,2,30.306466,75.172185,0,48,29,4,21,100.44,0,75.1722,0.2,1
SUP_30001,Sweden,Europe,Electronics,2,64.280324,88.960926,2.835446,12,48,5,37,100.57,3,86.4385,0.1667,0
SUP_07090,Germany,Europe,Retail,2,56.454437,91.123327,5.700868,11,22,2,18,63.62,1,85.9285,0.3333,1
SUP_13778,South Africa,Africa,Retail,3,59.794382,85.442031,4.734404,31,0,1,9,10.53,1,81.3969,0.5,1
SUP_26331,Norway,Europe,Manufacturing,3,39.996314,81.944326,6.134267,12,38,1,6,64.53,2,76.9176,0.5,1
SUP_31404,South Korea,Asia,Healthcare,3,46.323395,89.550549,3.90175,13,65,7,21,87.22,0,86.0565,0.125,0
SUP_17562,South Korea,Asia,Retail,2,61.373004,86.120792,2.947589,13,1,1,15,93.94,0,83.5823,0.5,0
SUP_18063,Kazakhstan,Asia,Healthcare,2,40.937965,77.172172,3.843507,48,44,4,13,73.39,0,74.2061,0.2,1
SUP_21478,Philippines,Asia,Manufacturing,3,78.602693,69.24918,11.472963,31,58,6,24,79.29,1,61.3042,0.1429,0
SUP_20322,Indonesia,Asia,Manufacturing,2,60.71098,75.509114,10.072911,31,34,2,21,44.57,2,67.9031,0.3333,1
SUP_19564,Chile,South America,Energy,2,57.868799,89.682813,8.025994,31,35,0,12,87.67,1,82.4849,1,1
SUP_32495,Brazil,South America,Retail,3,53.854449,100,1.05886,31,24,2,2,71.28,0,98.9411,0.3333,0
SUP_27624,Denmark,Europe,Manufacturing,2,47.80706,61.350683,2.575025,11,11,2,13,52.94,0,59.7709,0.3333,1
SUP_04700,Canada,North America,Electronics,2,67.919196,84.119106,4.187229,13,47,3,17,87.57,0,80.5968,0.25,0
SUP_00391,Morocco,Africa,Manufacturing,2,73.031155,58.776255,11.670928,31,13,2,12,82.57,0,51.9165,0.3333,0
SUP_09499,Thailand,Asia,Electronics,2,60.084123,90.532629,1.593444,30,29,5,24,63.14,2,89.09,0.1667,1
SUP_28583,United Kingdom,Europe,Manufacturing,3,81.464289,71.089923,10.48981,12,19,3,7,88.93,2,63.6327,0.25,0
SUP_12466,Indonesia,Asia,Retail,3,75.324102,84.488966,2.297659,31,0,1,3,36.71,2,82.5477,0.5,1
SUP_14213,Vietnam,Asia,Retail,2,55.251644,91.08827,0,31,0,1,18,76.15,0,91.0883,0.5,1
SUP_04376,Poland,Europe,Energy,3,48.221781,85.567383,6.31728,31,34,6,39,74.25,1,80.1619,0.1429,1
SUP_22120,Colombia,South America,Retail,1,43.150311,78.419402,5.754318,31,10,2,25,64.47,0,73.9069,0.3333,1
SUP_06268,Mexico,North America,Electronics,1,69.885039,95.541569,0.852877,31,34,0,27,68.15,2,94.7267,1,1
SUP_06636,Hungary,Europe,Electronics,1,59.758333,72.142939,2.145403,31,36,2,25,100.79,0,70.5952,0.3333,0
SUP_33503,Libya,Africa,Electronics,3,58.998023,67.798951,2.542258,66,40,6,35,70.67,0,66.0753,0.1429,1
SUP_12723,Brazil,South America,Retail,3,46.822167,94.652495,7.012305,31,0,5,9,71.49,3,88.0152,0.1667,1
SUP_24198,Japan,Asia,Retail,1,56.639337,78.723197,0,13,21,2,28,49.37,1,78.7232,0.3333,1
SUP_13104,North Korea,Asia,Retail,2,60.746724,93.877897,7.402926,68,7,5,21,49.2,0,86.9282,0.1667,1
SUP_30011,United States,North America,Electronics,3,80.927525,64.791459,2.805802,11,19,3,6,80.64,1,62.9735,0.25,0
SUP_17663,Peru,South America,Retail,3,69.554441,97.454174,1.680803,48,9,4,7,69.66,2,95.8162,0.2,1
SUP_31963,Morocco,Africa,Manufacturing,2,53.309235,78.31134,2.573357,31,50,5,29,46.21,1,76.2961,0.1667,1
SUP_14433,India,Asia,Electronics,2,71.657228,65.815881,0.87248,49,6,0,19,84.31,2,65.2417,1,1
SUP_07796,Vietnam,Asia,Energy,3,38.122508,90.522322,5.425114,31,36,6,18,72.58,2,85.6114,0.1429,1
SUP_19034,Ethiopia,Africa,Energy,3,64.146406,92.425852,9.447007,48,27,5,1,29.4,2,83.6944,0.1667,1
SUP_20555,Brazil,South America,Retail,3,26.368307,79.297277,2.536128,31,10,2,5,48.3,0,77.2862,0.3333,1
SUP_05208,Denmark,Europe,Manufacturing,2,55.574116,86.228161,8.115345,11,44,5,36,51.73,1,79.2304,0.1667,0
SUP_16420,Vietnam,Asia,Manufacturing,1,50.499552,76.884794,9.559035,31,19,0,24,79.67,1,69.5353,1,1
SUP_20977,Venezuela,South America,Electronics,3,61.605173,79.296961,1.934504,65,46,3,1,70.6,0,77.763,0.25,1
SUP_18055,Vietnam,Asia,Manufacturing,2,90.296943,53.668822,11.327654,31,6,3,28,71.73,0,47.5894,0.25,0
SUP_27775,Switzerland,Europe,Manufacturing,1,49.253956,75.67938,3.423395,12,26,1,36,8.13,2,73.0886,0.5,1
SUP_25480,Romania,Europe,Manufacturing,2,46.023446,88.138265,10.058586,30,25,2,16,100.53,1,79.2728,0.3333,1
SUP_18329,Canada,North America,Retail,3,61.413441,97.633746,4.557952,13,18,3,2,74.51,1,93.1944,0.25,0
SUP_28527,India,Asia,Retail,2,64.200506,92.548722,13.841219,49,23,2,20,81.85,0,79.7389,0.3333,1
SUP_18636,India,Asia,Electronics,2,72.224307,82.889924,3.118119,49,44,3,21,44.24,3,80.3053,0.25,1
SUP_24495,Morocco,Africa,Manufacturing,2,67.290424,77.592511,8.678897,31,38,2,21,72.6,0,70.8583,0.3333,0
SUP_09445,Thailand,Asia,Electronics,2,72.396338,62.605889,2.07806,30,10,3,12,63.47,0,61.3049,0.25,0
SUP_07483,Switzerland,Europe,Manufacturing,3,34.252997,78.084236,6.300518,12,36,5,4,86.66,3,73.1645,0.1667,1
SUP_15874,United Kingdom,Europe,Manufacturing,3,58.05855,77.005585,6.432529,12,25,0,1,78.79,0,72.0522,1,0
SUP_16914,Bangladesh,Asia,Energy,3,50.997208,62.304793,1.638594,48,25,4,1,19.48,1,61.2839,0.2,1
SUP_13045,South Korea,Asia,Manufacturing,1,32.393538,99.174198,7.307485,13,40,0,33,73.8,1,91.9271,1,1
SUP_03615,Canada,North America,Manufacturing,2,42.719661,92.557632,8.984126,13,36,0,19,87.55,0,84.2421,1,1
SUP_05735,China,Asia,Energy,3,50.521347,77.097728,0.738632,48,51,4,11,62.79,1,76.5283,0.2,1
SUP_23139,Australia,Oceania,Electronics,3,62.824684,81.03778,0.975752,11,27,7,24,72.49,0,80.2471,0.125,0
SUP_02742,Japan,Asia,Manufacturing,3,61.761015,86.79706,13.220507,13,27,2,1,53.77,2,75.322,0.3333,0
SUP_23019,Singapore,Asia,Manufacturing,2,42.386336,56.97349,11.177371,13,51,3,26,75.89,0,50.6054,0.25,1
SUP_29064,Mexico,North America,Manufacturing,3,48.94433,73.546851,7.493335,31,71,6,22,62.89,3,68.0357,0.1429,1
SUP_20431,Colombia,South America,Manufacturing,2,52.195689,43.570199,6.635817,31,27,0,21,80.26,1,40.679,1,1
SUP_16919,South Korea,Asia,Electronics,1,84.794596,92.411653,0,13,46,2,28,87.27,0,92.4117,0.3333,0
SUP_02719,Czech Republic,Europe,Energy,3,52.634437,60.540969,9.638566,30,27,4,11,80.14,2,54.7057,0.2,1
SUP_14625,Chile,South America,Electronics,3,60.575188,64.884027,0,31,9,2,2,66.93,3,64.884,0.3333,1
SUP_02981,Jordan,Asia,Retail,2,53.597901,82.861601,5.69398,49,14,4,27,61.25,3,78.1435,0.2,1
SUP_04183,Argentina,South America,Energy,3,80.523582,100,8.569693,48,29,0,1,58.46,2,91.4303,1,1
SUP_25027,North Korea,Asia,Retail,2,66.868528,92.042457,7.05074,68,16,1,22,76.71,0,85.5528,0.5,1
SUP_06513,China,Asia,Electronics,2,62.29763,62.628714,0,48,0,5,19,71.66,1,62.6287,0.1667,1
SUP_14820,South Africa,Africa,Retail,2,61.952771,91.183935,7.10894,31,24,2,12,59.68,0,84.7017,0.3333,0
SUP_16963,Poland,Europe,Electronics,2,64.477407,70.133191,4.503629,31,11,3,22,54.7,1,66.9747,0.25,1
SUP_28956,Ethiopia,Africa,Healthcare,2,49.484283,83.707881,3.87605,48,25,4,23,75.21,0,80.4633,0.2,1
SUP_10935,Romania,Europe,Electronics,1,73.894575,94.805953,2.351851,30,27,2,31,62.86,2,92.5763,0.3333,1
SUP_00502,Denmark,Europe,Retail,2,58.400028,87.097625,4.470167,11,14,4,22,87.3,1,83.2042,0.2,0
SUP_12744,Brazil,South America,Manufacturing,2,47.805609,75.534918,11.106419,31,15,5,40,59.43,1,67.1457,0.1667,1
SUP_05968,Germany,Europe,Manufacturing,2,60.346219,70.161531,7.624525,11,16,3,30,91.39,3,64.812,0.25,1
SUP_23779,South Africa,Africa,Retail,2,74.344066,78.79845,11.271269,31,24,3,13,62.56,0,69.9169,0.25,0
SUP_26010,Saudi Arabia,Asia,Healthcare,2,49.023461,64.114708,4.505164,48,20,4,30,91.7,0,61.2262,0.2,1
SUP_06405,France,Europe,Healthcare,3,53.981737,79.860746,1.815673,12,41,0,11,85.11,1,78.4107,1,0
SUP_07921,Philippines,Asia,Healthcare,2,51.729213,72.941884,2.804305,31,37,1,12,85.36,0,70.8964,0.5,1
SUP_12748,Canada,North America,Manufacturing,2,44.785293,91.378953,2.171406,13,40,3,21,69.58,0,89.3947,0.25,0
SUP_04562,Canada,North America,Manufacturing,2,37.382008,78.736819,6.467822,13,66,3,27,63.6,2,73.6443,0.25,1
SUP_11905,Morocco,Africa,Manufacturing,2,39.340355,75.574255,0,31,30,2,20,68.9,1,75.5743,0.3333,1
SUP_11653,Myanmar,Asia,Retail,3,64.866859,98.231521,3.01749,66,17,2,11,88.24,0,95.2674,0.3333,1
SUP_14543,Japan,Asia,Electronics,1,69.249278,88.346565,2.541396,13,39,1,36,94.3,0,86.1013,0.5,0
SUP_10854,Brazil,South America,Manufacturing,3,83.918874,82.896686,10.445425,31,52,7,32,59.67,1,74.2378,0.125,0
SUP_15285,Myanmar,Asia,Manufacturing,2,51.960536,75.925431,5.730638,66,22,5,25,82.77,1,71.5744,0.1667,1
SUP_03423,Indonesia,Asia,Healthcare,3,41.698811,59.921331,4.473469,31,43,5,8,71.49,1,57.2408,0.1667,1
SUP_10028,Kazakhstan,Asia,Energy,2,62.274554,67.056726,8.002397,48,33,3,18,49.54,0,61.6906,0.25,1
SUP_08784,Brazil,South America,Electronics,3,58.581134,70.615594,0,31,43,3,8,66.19,1,70.6156,0.25,1
SUP_19778,Switzerland,Europe,Manufacturing,2,55.300302,75.465117,1.483219,12,22,4,13,30.92,2,74.3458,0.2,1
SUP_33746,Singapore,Asia,Electronics,2,91.04813,85.71984,2.504908,13,57,5,25,87.7,0,83.5726,0.1667,0
SUP_28086,Malaysia,Asia,Energy,3,26.899743,76.927481,4.662385,31,43,0,10,91.16,1,73.3408,1,1
SUP_04171,China,Asia,Manufacturing,2,69.363597,73.389369,6.639386,48,22,3,20,81.69,0,68.5168,0.25,1
SUP_10463,Morocco,Africa,Retail,3,54.270259,91.257884,7.542029,31,16,3,9,100.83,2,84.3752,0.25,0
SUP_27091,Australia,Oceania,Manufacturing,2,56.404391,77.836926,7.357972,11,43,2,23,60.38,0,72.1097,0.3333,1
SUP_31699,Japan,Asia,Manufacturing,2,82.975127,78.413096,4.696569,13,26,5,38,74.1,0,74.7304,0.1667,0
SUP_29716,Denmark,Europe,Healthcare,2,53.778147,67.466172,0.601647,11,16,5,35,87.56,0,67.0603,0.1667,0
SUP_03410,Peru,South America,Healthcare,3,41.744851,65.140699,3.508133,48,29,6,21,80.53,0,62.8555,0.1429,1
SUP_09044,Mexico,North America,Retail,3,58.076648,86.922839,1.388268,31,0,0,7,69.4,3,85.7161,1,1
SUP_07128,Nigeria,Africa,Energy,3,57.703329,80.654221,7.748365,48,55,6,12,77.45,2,74.4048,0.1429,1
SUP_20040,Philippines,Asia,Healthcare,3,38.988887,94.406947,3.633858,31,25,0,1,82.12,1,90.9763,1,1
SUP_18445,Germany,Europe,Electronics,2,77.552947,83.068015,2.316107,11,31,1,15,80.44,0,81.1441,0.5,0
SUP_23667,UAE,Asia,Manufacturing,2,58.489812,71.067557,8.98505,48,10,2,23,66.12,0,64.6821,0.3333,1
SUP_12774,United Kingdom,Europe,Manufacturing,1,35.138624,77.17949,6.282498,12,11,0,27,93.51,2,72.3307,1,1
SUP_26126,Morocco,Africa,Manufacturing,2,32.308807,90.929857,7.215911,31,38,4,34,100.33,0,84.3684,0.2,1
SUP_03995,Romania,Europe,Manufacturing,2,55.238954,75.184926,3.444113,30,10,3,23,53.19,0,72.5955,0.25,1
SUP_00565,Turkey,Asia,Energy,2,64.271945,88.030558,5.04325,49,40,3,27,37.67,0,83.591,0.25,1
SUP_10238,Hungary,Europe,Electronics,3,79.720675,72.652759,3.641402,31,30,5,6,70.6,0,70.0072,0.1667,0
SUP_25368,Peru,South America,Energy,3,34.363374,90.638763,4.675212,48,31,8,11,75.17,0,86.4012,0.1111,1
SUP_26112,Norway,Europe,Electronics,2,72.431752,76.513033,0.733481,12,52,4,29,76.35,1,75.9518,0.2,0
SUP_05637,Egypt,Africa,Healthcare,1,56.461735,75.978726,4.457524,48,38,2,26,80.17,0,72.592,0.3333,1
SUP_05597,Japan,Asia,Healthcare,2,30.638831,75.757604,3.265798,13,29,2,12,98.44,0,73.2835,0.3333,0
SUP_28822,Pakistan,Asia,Retail,2,42.65819,82.49801,1.934045,48,6,1,13,77.76,0,80.9025,0.5,1
SUP_30287,Morocco,Africa,Retail,2,4.732386,100,0,31,12,3,25,87.41,0,100,0.25,1
SUP_03384,Denmark,Europe,Manufacturing,3,58.793809,82.006088,8.953162,11,30,6,25,80.69,2,74.664,0.1429,0
SUP_23133,Iraq,Asia,Retail,2,52.144417,77.760048,7.464505,66,23,5,37,76.91,1,72.0476,0.1667,1
SUP_13906,Hungary,Europe,Manufacturing,3,43.959728,79.927667,12.026371,31,39,1,6,95.73,0,70.3153,0.5,1
SUP_12381,Ethiopia,Africa,Energy,3,58.987644,74.086538,7.458092,48,31,3,10,38.72,0,68.5611,0.25,1
SUP_27227,Morocco,Africa,Retail,2,52.768219,100,4.405553,31,17,3,16,80.41,1,95.5944,0.25,1
SUP_11489,South Africa,Africa,Retail,3,43.1792,81.820355,3.457241,31,23,3,4,47.9,1,78.9916,0.25,1
SUP_16691,Libya,Africa,Electronics,2,72.65857,76.211079,0,66,3,2,22,69.7,1,76.2111,0.3333,1
SUP_16637,Malaysia,Asia,Manufacturing,3,51.23815,87.38177,9.788581,31,39,4,1,55.1,1,78.8283,0.2,1
SUP_17488,Ethiopia,Africa,Energy,2,70.361947,51.947433,4.974906,48,49,4,26,100.4,0,49.3631,0.2,0
